id,feature_id,product_type,file_path,doc_type,doc_title
WSFD-201305:doc:d0b6567e,WSFD-201305,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/语音功能/WSFD-201305 支持VoWiFi到EPS Fallback的切换/调测支持VoWiFi到EPS Fallback的切换_54444366.md,debug,调测支持VoWiFi到EPS Fallback的切换
WSFD-202001:doc:be9d7315,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于GGSN_SGW-C_dd1b89c1/特性概述_39942097.md,overview,WSFD-202001 CHR功能特性概述（适用于GGSN/SGW-C/PGW-C/SMF）
WSFD-202001:doc:ba107724,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/CHR单据采集方式_57093757.md,other,CHR单据采集方式
WSFD-202001:doc:7f4de75b,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能参考信息_50287964.md,reference,WSFD-202001 CHR功能参考信息
WSFD-202001:doc:aa0a056e,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于GGSN_SGW-C_PGW-C_SMF）_93002782.md,other,WSFD-202001 CHR功能（适用于 GGSN/ SGW-C/PGW-C/SMF）
WSFD-202001:doc:2cdb1ea7,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于SGSN_MME_AMF）_92714636.md,other,WSFD-202001 CHR功能（适用于 SGSN/ MME/AMF）
WSFD-202001:doc:15ce10e7,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/调测CHR功能_50287963.md,debug,调测CHR功能
WSFD-202001:doc:25136704,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于GGSN_SGW-C_dd1b89c1/激活CHR功能_93162716.md,activation,激活CHR功能
WSFD-202001:doc:98d96191,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于SGSN_MME_AMF）/激活CHR功能_50287962.md,activation,激活CHR功能
WSFD-202001:doc:8a394c70,WSFD-202001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202001 CHR功能/WSFD-202001 CHR功能（适用于SGSN_MME_AMF）/特性概述_50287960.md,overview,WSFD-202001 CHR功能特性概述（适用于SGSN/MME/AMF）
WSFD-202002:doc:003547d5,WSFD-202002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202002 支持HTTP头压缩字典/特性概述_75848136.md,overview,WSFD-202002 支持HTTP头压缩字典特性概述
WSFD-202002:doc:4b340b6f,WSFD-202002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202002 支持HTTP头压缩字典/WSFD-202002 支持HTTP头压缩字典参考信息_75848139.md,reference,WSFD-202002 支持HTTP头压缩字典参考信息
WSFD-202002:doc:e65947ea,WSFD-202002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202002 支持HTTP头压缩字典/激活支持HTTP头压缩字典_75848137.md,activation,激活支持HTTP头压缩字典
WSFD-202002:doc:f0163375,WSFD-202002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202002 支持HTTP头压缩字典/调测支持HTTP头压缩字典_75848138.md,debug,调测支持HTTP头压缩字典
WSFD-202003:doc:877f0008,WSFD-202003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/操作维护功能/WSFD-202003 黄金指标实时上报_33766941.md,overview,WSFD-202003 黄金指标实时上报
WSFD-205001:doc:82c0cff1,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能/特性概述_70040580.md,overview,WSFD-205001 网关路由选择功能特性概述
WSFD-205001:doc:5272db60,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能_63535123.md,other,WSFD-205001 网关路由选择功能
WSFD-205001:doc:17a2b42e,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能/WSFD-205001 网关路由选择功能参考信息_70040602.md,reference,WSFD-205001 网关路由选择功能参考信息
WSFD-205001:doc:814b9084,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能/实现原理_70040601.md,principle,实现原理
WSFD-205001:doc:0dd5e00f,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能/激活网关路由选择功能特性_63535124.md,activation,激活网关路由选择功能特性
WSFD-205001:doc:5f7a9222,WSFD-205001,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205001 网关路由选择功能/调测网关路由选择功能特性_72585766.md,debug,调测网关路由选择功能特性
WSFD-205002:doc:322a223b,WSFD-205002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205002 基于计费属性选择网关/特性概述_92137769.md,overview,WSFD-205002 基于计费属性选择网关特性概述
WSFD-205002:doc:cc0b312d,WSFD-205002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205002 基于计费属性选择网关/WSFD-205002 基于计费属性选择网关参考信息_92137772.md,reference,WSFD-205002 基于计费属性选择网关参考信息
WSFD-205002:doc:0b6f5fbf,WSFD-205002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205002 基于计费属性选择网关/激活基于计费属性选择网关_91473807.md,activation,激活基于计费属性选择网关
WSFD-205002:doc:e4732f6c,WSFD-205002,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205002 基于计费属性选择网关/调测基于计费属性选择网关_92137771.md,debug,调测基于计费属性选择网关
WSFD-205003:doc:fb3d635a,WSFD-205003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205003 基于位置区域选择网关/特性概述_70166782.md,overview,WSFD-205003 基于位置区域选择网关特性概述
WSFD-205003:doc:fc49e639,WSFD-205003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205003 基于位置区域选择网关_63535129.md,other,WSFD-205003 基于位置区域选择网关
WSFD-205003:doc:4b75fffc,WSFD-205003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205003 基于位置区域选择网关/WSFD-205003 基于位置区域选择网关参考信息_70166784.md,reference,WSFD-205003 基于位置区域选择网关参考信息
WSFD-205003:doc:9d6aff3f,WSFD-205003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205003 基于位置区域选择网关/激活基于位置区域选择网关特性_63535130.md,activation,激活基于位置区域选择网关特性
WSFD-205003:doc:e6d1084e,WSFD-205003,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205003 基于位置区域选择网关/调测基于位置区域选择网关特性_72585767.md,debug,调测基于位置区域选择网关特性
WSFD-205004:doc:4f17574e,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择/特性概述_70166785.md,overview,WSFD-205004 S-GW/P-GW拓扑选择特性概述
WSFD-205004:doc:1335700e,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择_63535132.md,other,WSFD-205004 S-GW/P-GW拓扑选择
WSFD-205004:doc:c13e0b65,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择/WSFD-205004 S-GW_P-GW拓扑选择参考信息_70166787.md,reference,WSFD-205004 S-GW/P-GW拓扑选择参考信息
WSFD-205004:doc:0b006a2e,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择/实现原理_70166786.md,principle,实现原理
WSFD-205004:doc:47e51576,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择/激活S-GW_P-GW拓扑选择特性_63535133.md,activation,激活S-GW/P-GW拓扑选择特性
WSFD-205004:doc:7c128015,WSFD-205004,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205004 S-GW_P-GW拓扑选择/调测S-GW_P-GW拓扑选择特性_72585768.md,debug,调测S-GW/P-GW拓扑选择特性
WSFD-205005:doc:1572b45d,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关/特性概述_70166788.md,overview,WSFD-205005 基于UE接入能力选择网关特性概述
WSFD-205005:doc:7e4ed771,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关_63535135.md,other,WSFD-205005 基于UE接入能力选择网关
WSFD-205005:doc:de4a9f14,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关/WSFD-205005 基于UE接入能力选择网关参考信息_70166790.md,reference,WSFD-205005 基于UE接入能力选择网关参考信息
WSFD-205005:doc:8b3adefd,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关/实现原理_70166789.md,principle,实现原理
WSFD-205005:doc:6c478412,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关/激活基于UE接入能力选择网关特性_63535136.md,activation,激活基于UE接入能力选择网关特性
WSFD-205005:doc:d790695f,WSFD-205005,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205005 基于UE接入能力选择网关/调测基于UE接入能力选择网关特性_72585769.md,debug,调测基于UE接入能力选择网关特性
WSFD-205006:doc:192827d4,WSFD-205006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205006 基于P-GW锚点选择S-GW/特性概述_70166791.md,overview,WSFD-205006 基于P-GW锚点选择S-GW特性概述
WSFD-205006:doc:e2d631bd,WSFD-205006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205006 基于P-GW锚点选择S-GW_63535138.md,other,WSFD-205006 基于P-GW锚点选择S-GW
WSFD-205006:doc:7d20d498,WSFD-205006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205006 基于P-GW锚点选择S-GW/WSFD-205006 基于P-GW锚点选择S-GW参考信息_70166793.md,reference,WSFD-205006 基于P-GW锚点选择S-GW参考信息
WSFD-205006:doc:95c621e0,WSFD-205006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205006 基于P-GW锚点选择S-GW/激活基于P-GW锚点选择S-GW特性_63535139.md,activation,激活基于P-GW锚点选择S-GW特性
WSFD-205006:doc:79b70df1,WSFD-205006,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205006 基于P-GW锚点选择S-GW/调测基于P-GW锚点选择S-GW特性_72585770.md,debug,调测基于P-GW锚点选择S-GW特性
WSFD-205007:doc:44bff2e8,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建/特性概述_70166794.md,overview,WSFD-205007 本地P-GW的PDN重建特性概述
WSFD-205007:doc:1e0d18b9,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建_63535141.md,other,WSFD-205007 本地P-GW的PDN重建
WSFD-205007:doc:e8437662,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建/WSFD-205007 本地P-GW的PDN重建参考信息_70166796.md,reference,WSFD-205007 本地P-GW的PDN重建参考信息
WSFD-205007:doc:6897fec3,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建/实现原理_70166795.md,principle,实现原理
WSFD-205007:doc:6f07db9b,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建/激活本地P-GW的PDN重建特性_63535142.md,activation,激活本地P-GW的PDN重建特性
WSFD-205007:doc:870be3e4,WSFD-205007,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205007 本地P-GW的PDN重建/调测本地P-GW的PDN重建特性_72585771.md,debug,调测本地P-GW的PDN重建特性
WSFD-205008:doc:e89d2c42,WSFD-205008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205008 Category 6网关选择/特性概述_66292241.md,overview,WSFD-205008 Category 6网关选择特性概述
WSFD-205008:doc:bb5d0ac4,WSFD-205008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205008 Category 6网关选择/WSFD-205008 Category 6网关选择参考信息_66292246.md,reference,WSFD-205008 Category 6网关选择参考信息
WSFD-205008:doc:e80dab7e,WSFD-205008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205008 Category 6网关选择/实现原理_66292243.md,principle,实现原理
WSFD-205008:doc:a2c24ea6,WSFD-205008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205008 Category 6网关选择/激活Category 6网关选择_66313830.md,activation,激活Category 6网关选择
WSFD-205008:doc:dd6faeea,WSFD-205008,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205008 Category 6网关选择/调测Category 6网关选择_66313831.md,debug,调测Category 6网关选择
WSFD-205009:doc:78d4b2a8,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入/特性概述_66292247.md,overview,WSFD-205009 基于HeNB GW的HeNB接入特性概述
WSFD-205009:doc:ec7773eb,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入_63535147.md,other,WSFD-205009 基于HeNB GW的HeNB接入
WSFD-205009:doc:1025ef9f,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入/WSFD-205009 基于HeNB GW的HeNB接入参考信息_66292252.md,reference,WSFD-205009 基于HeNB GW的HeNB接入参考信息
WSFD-205009:doc:ad9bfa77,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入/实现原理_66292249.md,principle,实现原理
WSFD-205009:doc:b742a75d,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入/激活基于HeNB GW的HeNB接入_66313832.md,activation,激活基于HeNB GW的HeNB接入
WSFD-205009:doc:13c3fead,WSFD-205009,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205009 基于HeNB GW的HeNB接入/调测基于HeNB GW的HeNB接入_66313833.md,debug,调测基于HeNB GW的HeNB接入
WSFD-205010:doc:53c7e125,WSFD-205010,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205010 基于服务区域的SMF选择/特性概述_48998096.md,overview,WSFD-205010 基于服务区域的SMF选择特性概述
WSFD-205010:doc:7b9e91ee,WSFD-205010,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205010 基于服务区域的SMF选择/WSFD-205010 基于服务区域的SMF选择参考信息_48998099.md,reference,WSFD-205010 基于服务区域的SMF选择参考信息
WSFD-205010:doc:e975b1fa,WSFD-205010,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205010 基于服务区域的SMF选择/激活基于服务区域的SMF选择特性_48998097.md,activation,激活基于服务区域的SMF选择特性
WSFD-205010:doc:098e2535,WSFD-205010,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205010 基于服务区域的SMF选择/调测基于服务区域的SMF选择特性_48998098.md,debug,调测基于服务区域的SMF选择特性
WSFD-205011:doc:ed0a0fa7,WSFD-205011,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205011 本地PDU会话重建/特性概述_48998101.md,overview,WSFD-205011 本地PDU会话重建特性概述
WSFD-205011:doc:adad06b0,WSFD-205011,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205011 本地PDU会话重建/WSFD-205011 本地PDU会话重建参考信息_48998105.md,reference,WSFD-205011 本地PDU会话重建参考信息
WSFD-205011:doc:ecbfca1e,WSFD-205011,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205011 本地PDU会话重建/实现原理_48998102.md,principle,实现原理
WSFD-205011:doc:87dae1ca,WSFD-205011,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205011 本地PDU会话重建/激活本地PDU会话重建特性_48998103.md,activation,激活本地PDU会话重建特性
WSFD-205011:doc:e84401cf,WSFD-205011,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205011 本地PDU会话重建/调测本地PDU会话重建特性_48998104.md,debug,调测本地PDU会话重建特性
WSFD-205012:doc:f170f0fe,WSFD-205012,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-205012 跨域互联互通/特性概述_50091710.md,overview,WSFD-205012 跨域互联互通特性概述
WSFD-205012:doc:fbc8d5c6,WSFD-205012,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-205012 跨域互联互通/WSFD-205012 跨域互联互通参考信息_50091714.md,reference,WSFD-205012 跨域互联互通参考信息
WSFD-205012:doc:ea3774b5,WSFD-205012,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-205012 跨域互联互通/实现原理_50091711.md,principle,实现原理
WSFD-205012:doc:c283aa49,WSFD-205012,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-205012 跨域互联互通/激活跨域互联互通_50091712.md,activation,激活跨域互联互通
WSFD-205012:doc:4826a86f,WSFD-205012,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/漫游管理功能/WSFD-205012 跨域互联互通/调测跨域互联互通_50091713.md,debug,调测跨域互联互通
WSFD-205013:doc:b9010463,WSFD-205013,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/位置业务管理/WSFD-205013 网络拥塞的实时检测/WSFD-205013 网络拥塞的实时检测特性概述_30162313.md,overview,WSFD-205013 网络拥塞的实时检测特性概述
WSFD-205013:doc:55229024,WSFD-205013,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/位置业务管理/WSFD-205013 网络拥塞的实时检测/参考信息_81294058.md,reference,参考信息
WSFD-205013:doc:410f05ae,WSFD-205013,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/位置业务管理/WSFD-205013 网络拥塞的实时检测/激活网络拥塞的实时检测_31333865.md,activation,激活网络拥塞的实时检测
WSFD-205013:doc:6d21df52,WSFD-205013,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/位置业务管理/WSFD-205013 网络拥塞的实时检测/调测网络拥塞的实时检测_81134114.md,debug,调测网络拥塞的实时检测
WSFD-205015:doc:443cb1c7,WSFD-205015,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205015 SMF支持多服务区/特性概述_21920373.md,overview,WSFD-205015 SMF支持多服务区特性概述
WSFD-205015:doc:4a642a31,WSFD-205015,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205015 SMF支持多服务区/参考信息_22851145.md,reference,参考信息
WSFD-205015:doc:3bddfb29,WSFD-205015,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205015 SMF支持多服务区/激活SMF支持多服务区特性（适用于AMF）_76211214.md,activation,激活SMF支持多服务区特性（适用于AMF）
WSFD-205015:doc:18c0acb9,WSFD-205015,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205015 SMF支持多服务区/激活SMF支持多服务区特性（适用于SMF）_22891113.md,activation,激活SMF支持多服务区特性（适用于SMF）
WSFD-205015:doc:976058cb,WSFD-205015,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/网关选择功能/WSFD-205015 SMF支持多服务区/调测SMF支持多服务区特性_76051542.md,debug,调测SMF支持多服务区特性
WSFD-205101:doc:17400a4d,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/WSFD-205101 支持Routing Behind MS特性概述_76358997.md,overview,WSFD-205101 支持Routing Behind MS特性概述
WSFD-205101:doc:3a20ea9e,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS_76358996.md,other,WSFD-205101 支持Routing Behind MS
WSFD-205101:doc:6616b62c,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/WSFD-205101 支持Routing Behind MS参考信息_76359000.md,reference,WSFD-205101 支持Routing Behind MS参考信息
WSFD-205101:doc:eb66070e,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/激活支持Routing Behind MS_76358998.md,activation,激活支持Routing Behind MS
WSFD-205101:doc:c61f8d55,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/调测支持Routing Behind MS_76358999.md,debug,调测支持Routing Behind MS
WSFD-205101:doc:c2a0236a,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/实现原理/5GC业务流程_76458443.md,flow,5GC业务流程
WSFD-205101:doc:aaffe291,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/实现原理/EPC业务流程_76458442.md,flow,EPC业务流程
WSFD-205101:doc:776997fc,WSFD-205101,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/组网功能/WSFD-205101 支持Routing Behind MS/实现原理/GPRS_UMTS业务流程_76458441.md,flow,GPRS/UMTS业务流程
WSFD-205102:doc:1bf348b7,WSFD-205102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-205102 虚拟APN/WSFD-205102 虚拟APN特性概述_64875157.md,overview,WSFD-205102 虚拟APN特性概述
WSFD-205102:doc:46ebf6b5,WSFD-205102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-205102 虚拟APN/WSFD-205102 虚拟APN参考信息_29376297.md,reference,WSFD-205102 虚拟APN参考信息
WSFD-205102:doc:d7d10442,WSFD-205102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-205102 虚拟APN/激活虚拟APN_70437186.md,activation,激活虚拟APN
WSFD-205102:doc:d8ea6651,WSFD-205102,UNC,output/UNC 20.15.2 产品文档(裸机容器) 05/网络部署/特性部署/UNC特性指南/会话管理功能/WSFD-205102 虚拟APN/实现原理/单一参数映射规则_28646191.md,principle,单一参数映射规则
