object_id,object_name,object_kind,identifier_parameters_json,attributes_count,attributes_json,applicable_nf_json,applicable_products_json,category_path_json,description,commands_count
DBSFTD,DBSFTD,entity,"[""INSTANCEID"", ""CSTYPE"", ""SFNAME""]",12,"[{""parameter_name"": ""INSTANCEID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""CSTYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""VNFCID"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“CLIENT”\n后生效。""}, {""parameter_name"": ""PLUGINID"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“CLIENT”\n后生效。""}, {""parameter_name"": ""RUNAME"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""NODETYPE"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""NODENO"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""SFNAME"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""PARA1"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""PARA2"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""PARA3"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""PARA4"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""软件调试管理""]",该命令为专家维护命令，用于向主机发送软件调试命令。,2
DBSOFTPARA,DBSOFTPARA,entity,[],1,"[{""parameter_name"": ""PARAID"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""软件参数管理""]",该命令用于查询软件调试参数表。,4
DBSTARTPARAS,DBSTARTPARAS,entity,[],2,"[{""parameter_name"": ""CLUSTERTYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PARA"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""参数管理""]",该命令用于查询当前配置的CSDB启动参数值。,4
DBSTATS,DBSTATS,entity,"[""INSTANCEID"", ""CSTYPE"", ""STATSTYPE""]",9,"[{""parameter_name"": ""INSTANCEID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""CSTYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""VNFCID"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“CLIENT”\n后生效。""}, {""parameter_name"": ""PLUGINID"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“CLIENT”\n后生效。""}, {""parameter_name"": ""RUNAME"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""NODETYPE"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""NODENO"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}, {""parameter_name"": ""STATSTYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""COMMONSTATS。"", ""condition"": """"}, {""parameter_name"": ""COMMANDSTR"", ""data_type"": """", ""required_mode"": ""conditional_required"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“STATSTYPE”\n参数设置为\n“COMMONSTATS”\n后生效。""}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""统计管理""]",该命令用于查询CSDB的统计信息。,2
DBTBL,DBTBL,entity,"[""INSTANCEID"", ""CSTYPE""]",5,"[{""parameter_name"": ""INSTANCEID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""TBLID"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""CSTYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无。"", ""condition"": """"}, {""parameter_name"": ""VNFCID"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“CLIENT”\n后生效。""}, {""parameter_name"": ""RUNAME"", ""data_type"": """", ""required_mode"": ""conditional_optional"", ""default_value"": ""无。"", ""condition"": ""该参数在\n“CSTYPE”\n参数设置为\n“SERVER”\n后生效。""}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""数据表管理""]",该命令用于查询CSDB指定实例的数据表的信息，包括数据表名称、数据表记录个数、数据表的节点分布信息。,2
DBTHRESHOLD,DBTHRESHOLD,entity,[],1,"[{""parameter_name"": ""CLUSTERID"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无。"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""门限管理""]",该命令用于查询CSDB门限参数，包括CPU过载门限、存储过载门限以及队列过载门限。,4
DBUPGSTAGE,DBUPGSTAGE,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""升级管理""]",该命令用于查询当前的灰度升级阶段。,4
DBUPGSTATUS,DBUPGSTATUS,entity,[],0,[],[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""升级管理""]",该命令用于查询灰度升级阶段状态。,2
DBUSERINFO,DBUSERINFO,entity,[],1,"[{""parameter_name"": ""LOGICGRPID"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""CSDB功能管理"", ""CSDB管理"", ""实例管理""]",该命令用于查询CSDB使用者信息。,2
DCCTEMPLATE,DCCTEMPLATE,entity,"[""DCCTMPLTNAME""]",61,"[{""parameter_name"": ""DCCTMPLTNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PRIOCSGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SECOCSGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVICECONTEXT"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""32251@3gpp.org"", ""condition"": """"}, {""parameter_name"": ""DICTNO"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""1"", ""condition"": """"}, {""parameter_name"": ""SPECIFICATION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""QCT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""QHT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""VQT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""TQT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""UQT"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""TRTIMER"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""CCRINITRGNUM"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""MAXBTI"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""VALIDTIME"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""CCRTARIFFSW"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""CCFH"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""RATTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""SGSNTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""QOSTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""ULITRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""MCCTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""MNCTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""LACTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""UETZTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""PRIVATEATTR"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""QUOTATOTAL"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""CCFHOFFLINE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""AUTOFAILBACK"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""RARNORGACTION"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""CCRPRECISIONTS"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""MAXENVELOPE"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""FAILOVERSUP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""DDFH"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""OCSCHANGECCAI"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""OCSCHANGECCAU"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""OCSCHANGERAR"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""MSCCCARRYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""EVENTCHGMOD"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""CCRSPESMFLAG"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""EVENTCHGCCC"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""FUATERMINATE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""QHTEXPIREDRSU"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""BLKFREESRV"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""PASS"", ""condition"": """"}, {""parameter_name"": ""ONLCHGRECOVER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""RECOVERINTERVAL"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""5"", ""condition"": ""该参数在“ONLCHGRECOVER”配置为“ENABLE”时为可选参数。""}, {""parameter_name"": ""TACTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""ECGITRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""SERIALCCR"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""NOQUOTATRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""RACTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""CELLIDTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""LOCSLCTMODE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""LOCALHOSTNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“LOCSLCTMODE”配置为“SPECIFIC”时为必选参数。""}, {""parameter_name"": ""SERVICETRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""ENBTRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""SESSIONMODE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""SPRATETRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""APNRATETRIGGER"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""PDPTYPE4NONIP"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""INHERIT"", ""condition"": """"}, {""parameter_name"": ""BLOCKTIMER"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""0"", ""condition"": """"}]","[""PGW-C"", ""SMF""]","[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费管理"", ""在线计费"", ""信用控制"", ""信用控制模板""]",该命令用于新增DCC在线计费模板，用于配置在线计费相关属性。,4
DCN,DCN,entity,"[""DCNID"", ""MCC"", ""MNC""]",5,"[{""parameter_name"": ""DCNID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MCC"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MNC"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""DCNTYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""“COMMON(普通DCN)”"", ""condition"": """"}, {""parameter_name"": ""DESC"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""noname"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""业务安全管理"", ""DCN管理"", ""DCN配置""]",**适用网元：MME**,4
DCNCTRL,DCNCTRL,entity,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""业务安全管理"", ""DCN管理"", ""DCN控制参数""]",**适用网元：MME**,2
DCNMAP,DCNMAP,entity,"[""DCNID"", ""BGNUEUSAGETYPE""]",3,"[{""parameter_name"": ""DCNID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""BGNUEUSAGETYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""ENDUEUSAGETYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""业务安全管理"", ""DCN管理"", ""DCN映射关系""]",**适用网元：MME**,3
DCNMEMBER,DCNMEMBER,entity,"[""DCNID"", ""MMEGI""]",2,"[{""parameter_name"": ""DCNID"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""MMEGI"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UNC""]","[""业务服务管理"", ""Pre 5G接入业务管理"", ""控制面管理"", ""业务安全管理"", ""DCN管理"", ""DCN成员管理""]",**适用网元：MME**,3
