id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
WSFD-205011:dep:WSFD-205012,WSFD-205011,WSFD-205012,depends_on,UE进行跨区域移动时，需要依赖“WSFD-205012 跨域互联互通”特性插入I-SMF保证用户会话业务连续性，SMF侧的实现才能进行当前NF Instance ID和I-SMF的NF Instance ID的对比，AMF侧的实现才能判断是否存在I-SMF。,82200CAH 跨域互联互通-AMF82200CAJ 跨域互联互通-SMF,overview_explicit,
WSFD-205101:dep:WSFD-011306,WSFD-205101,WSFD-011306,depends_on,使用Routing Behind MS功能的MS/UE在激活时需要为MS/UE后的多台设备获取一个或多个网段地址，该网段地址只能从AAA Server动态获取，因此MS/UE必须到AAA Server进行Radius鉴权，从而获取相关路由信息。,-,overview_explicit,
WSFD-205101:dep:WSFD-104410,WSFD-205101,WSFD-104410,affects,L2TP VPN通过LNS设备实现了Routing Behind MS功能，所以在同一APN下，L2TP VPN和Routing Behind MS无需同时部署。,-,overview_explicit,
WSFD-206001:dep:WSFD-104402,WSFD-206001,WSFD-104402,affects,通过eNodeB Configuration Transfer消息学习相邻eNodeB关系需要先启用SON功能，否则MME只能通过Path Switch Request消息和Handover Required消息学习相邻eNodeB关系。,82206558 LKV2SON02 eNodeB SON信息传送功能,overview_explicit,
WSFD-206001:dep:WSFD-102001,WSFD-206001,WSFD-102001,affects,启用本特性会增加寻呼时延，对于时延敏感的语音业务，不需要启用本特性中的寻呼策略，采用TA List寻呼范围即可。,82206605 LKV2VOLTE01 VoLTE基础语音业务,overview_explicit,
WSFD-206001:dep:WSFD-102301,WSFD-206001,WSFD-102301,affects,启用本特性会增加寻呼时延，对于时延敏感的语音业务，不需要启用本特性中的寻呼策略，采用TA List寻呼范围即可。,82205925 LKV2CSFBGU02 基于CSFB的语音业务,overview_explicit,
WSFD-206001:dep:WSFD-102600,WSFD-206001,WSFD-102600,affects,启用本特性会增加寻呼时延，对于时延比较敏感PTT（Push To Talk）业务，不需要启用本特性中的寻呼策略，采用TA List寻呼范围即可。,“81202659 LKV2PPTF01 LTE一键通基础功能”,overview_explicit,
WSFD-206002:dep:WSFD-102001,WSFD-206002,WSFD-102001,affects,需要谨慎配置服务请求和PDN连接请求异常的 “网络侧分离” 抑制措施，否则可能长期不能进行VoLTE语音业务。,82206605 LKV2VOLTE01 VoLTE基础语音业务,overview_explicit,
WSFD-206002:dep:WSFD-102101,WSFD-206002,WSFD-102101,affects,需要谨慎配置服务请求和PDN连接请求异常的 “网络侧分离” 抑制措施，否则可能长期不能进行VoLTE语音业务。,82206606 LKV2VLEC01 VoLTE紧急呼叫,overview_explicit,
WSFD-206002:dep:WSFD-102004,WSFD-206002,WSFD-102004,affects,需要谨慎配置服务请求和PDN连接请求异常的 “网络侧分离” 抑制措施，否则可能长期不能进行VoLTE语音业务。,82207523 LKV2EMPS01 基于VoLTE的优先语音服务,overview_explicit,
WSFD-206002:dep:WSFD-206003,WSFD-206002,WSFD-206003,affects,- 当用户签约了特定的APN，且系统启用了“WSFD-206003 基于APN的信令拥塞控制”和“WSFD-206002 LTE UE信令控制”特性，则使用“WSFD-206003 基于APN的信令拥塞控制”特性对用户异常附着行为进行控制。 - 如果系统未启用“WSFD-206003 基于APN的信令拥塞控制”特性，则使用“WSFD-206002 LTE UE信令控制”特性对用户异常附着行为进行控制。,82207033 LKV2ASCC01 基于APN的信令拥塞控制,overview_explicit,
WSFD-206005:dep:WSFD-104506,WSFD-206005,WSFD-104506,affects,本特性在使用过程中，对特性 [WSFD-104506 支持Direct Tunnel功能](../../组网功能/WSFD-104506 支持Direct Tunnel功能_91285441.md) 的影响：Smartphone用户可以根据具体配置禁止启用Direct Tunnel功能。,82206557 支持DirectTunnel功能,overview_explicit,
WSFD-206005:dep:WSFD-106206,WSFD-206005,WSFD-106206,affects,本特性在使用过程中，对特性 [WSFD-106206 去激活空闲PDP上下文](../../会话管理功能/WSFD-106206 去激活空闲PDP上下文_84683745.md) 的影响：Smartphone用户可以根据具体配置禁止 UNC 去激活空闲PDP上下文。,82206613 去激活空闲PDP上下文,overview_explicit,
WSFD-206006:dep:WSFD-206005,WSFD-206006,WSFD-206005,depends_on,本特性开启前需要开启特性 [WSFD-206005 Smartphone控制基础功能](../WSFD-206005 Smartphone控制基础功能_85152745.md) 。,82207536 SmartPhone控制基础功能,overview_explicit,
WSFD-206007:dep:WSFD-206005,WSFD-206007,WSFD-206005,depends_on,本特性开启前需要开启特性 [WSFD-206005 Smartphone控制基础功能](../WSFD-206005 Smartphone控制基础功能_85152745.md) 。,82207536 SmartPhone控制基础功能,overview_explicit,
WSFD-206008:dep:WSFD-102706,WSFD-206008,WSFD-102706,affects,开启VoNR紧急呼叫功能后，对于存在VoNR紧急呼叫PDU会话的用户，本特性不生效。,82200FFD LKV2VONRECMM01 VoNR紧急呼叫-UAM82200FEQ LKV2VONRECSM01 VoNR紧急呼叫-USM,overview_explicit,
WSFD-206101:dep:WSFD-206009,WSFD-206101,WSFD-206009,affects,本特性与WSFD-206009 网元间HTR流控特性一起使用时，在HTR流控期间发生UDM全故障（或者SCP全故障），但AMF/SMF还未检测到UDM/SCP故障前，被HTR流控掉消息的用户无法进入UDM Bypass状态，影响时间为2~4分钟；在检测到UDM/SCP故障后，服务发现流程因HTR流控失败的用户可以进入UDM Bypass状态。,81203853 LKV2SHFCUNC01 服务化接口HTR流控 - UNC,overview_explicit,
WSFD-207001:dep:WSFD-104204,WSFD-207001,WSFD-104204,depends_on,GSM/UMTS网络中，对于Non-supporting UE，BSC/RNC需要根据NRI选择接入的SGSN，因此 本特性开启前需要开启特性 [WSFD-104204 Gb-flex](../../容灾功能/SGSN容灾方案/容灾原理/WSFD-104204 Gb-flex_45946611.md) 或 [WSFD-104203 Iu-flex](../../容灾功能/SGSN容灾方案/容灾原理/WSFD-104203 Iu-flex_45946447.md) 。,82206555 LKV2GBFLEX02 Gb-flex或82206554 LKV2IUFLEX02 Iu-flex,overview_explicit,
WSFD-207001:dep:WSFD-207002,WSFD-207001,WSFD-207002,conflicts_with,由于2G/3G MOCN共享方式下，Non-supporting用户需要通过 **重定向流程** 或 **CS/PS协调流程** 选择SGSN，GWCN则无此流程，因此本特性与特性 [WSFD-207002 网络共享（GWCN）](../WSFD-207002 网络共享（GWCN）_85152761.md) 不能同时开启。说明：如需同时使用 [WSFD-207002 网络共享（GWCN）](../WSFD-207002 网络共享（GWCN）_85152761.md) 与本特性，请联系华为技术支持。,82207708 LKV2GWCN02 网络共享(GWCN),overview_explicit,conflict:WSFD-207001-WSFD-207002
WSFD-207002:dep:WSFD-104401,WSFD-207002,WSFD-104401,depends_on,本特性开启前需要开启特性 [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) 或 [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) 。,支持多HPLMN功能,overview_explicit,
WSFD-207002:dep:WSFD-207005,WSFD-207002,WSFD-207005,depends_on,本特性开启前需要开启特性 [WSFD-104401 支持多HPLMN功能](../../组网功能/WSFD-104401 支持多HPLMN功能_63530664.md) 或 [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) 。,MVNO,overview_explicit,
WSFD-207002:dep:WSFD-207001,WSFD-207002,WSFD-207001,conflicts_with,本特性与特性 [WSFD-207001 网络共享（MOCN）](../WSFD-207001 网络共享（MOCN）_85152758.md) 不能同时开启。说明：如需同时使用 [WSFD-207001 网络共享（MOCN）](../WSFD-207001 网络共享（MOCN）_85152758.md) 与本特性，请联系华为技术支持。,网络共享(MOCN),overview_explicit,conflict:WSFD-207001-WSFD-207002
WSFD-207004:dep:WSFD-104401,WSFD-207004,WSFD-104401,depends_on,本特性开启前需要开启特性“WSFD-104401 支持多HPLMN功能”或“WSFD-207006 基于LTE的MVNO”，实现共享MME对应的多个PLMN实现。,82205877 LKV2HPLMN02 支持多HPLMN功能,overview_explicit,
WSFD-207004:dep:WSFD-207006,WSFD-207004,WSFD-207006,depends_on,本特性开启前需要开启特性“WSFD-104401 支持多HPLMN功能”或“WSFD-207006 基于LTE的MVNO”，实现共享MME对应的多个PLMN实现。,82207541 LKV2MVNO03 基于LTE的MVNO,overview_explicit,
WSFD-207004:dep:WSFD-207003,WSFD-207004,WSFD-207003,affects,本特性可以和“WSFD-20703 基于LTE的网络共享（MOCN）”共同部署，因为4G网络下，所有用户都是Supporting用户，可以解析无线网络广播消息中的共享PLMN信息，获取PLMN信息并选择接入的核心网。,82205929 LKV2MOCN03 基于LTE的网络共享（MOCN）,overview_explicit,
WSFD-207005:dep:WSFD-207006,WSFD-207005,WSFD-207006,affects,仅启用“ [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) ”特性的情况下，MNO仅可以控制MVNO用户对2G/3G资源的使用。仅启用“ [WSFD-207006 基于LTE的MVNO](../WSFD-207006 基于LTE的MVNO_68260820.md) ”特性的情况下，MNO仅可以控制MVNO用户对4G资源的使用。所以作为融合网元的情况下，需要同时开启“ [WSFD-207005 MVNO](../WSFD-207005 MVNO_85152766.md) ”和“ [WSFD-207006 基于LTE的MVNO](../WSFD-207006 基于LTE的MVNO_68260820.md) ”特性。,82207541 基于LTE的MVNO,overview_explicit,
WSFD-207006:dep:WSFD-207005,WSFD-207006,WSFD-207005,affects,仅启用“WSFD-210020 基于LTE的MVNO”特性的情况下，MNO仅可以控制MVNO用户对4G资源的使用。仅启用“WSFD-210004 MVNO”特性的情况下，MNO仅可以控制MVNO用户对2G/3G资源的使用。所以UNC作为融合网元的情况下，需要同时开启“WSFD-210004 MVNO”和“WSFD-210020 基于LTE的MVNO”特性。,82207540 MVNO,overview_explicit,
WSFD-209001:dep:SFFD-010010,WSFD-209001,SFFD-010010,depends_on,本特性开启前需要开启特性“SFFD-010010 业务处理单元基础可靠性保障”。,-,overview_explicit,
WSFD-210000:dep:WSFD-210001,WSFD-210000,WSFD-210001,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,81202984 5G超高带宽基本功能(1Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210002,WSFD-210000,WSFD-210002,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,82209137 5G超高带宽高速承载接入(1Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210003,WSFD-210000,WSFD-210003,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,81203000 5G超高带宽基本功能(2Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210004,WSFD-210000,WSFD-210004,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,82209187 5G超高带宽高速承载接入(2Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210005,WSFD-210000,WSFD-210005,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,81203242 5G超高带宽基本功能(5Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210006,WSFD-210000,WSFD-210006,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,82209928 5G超高带宽高速承载接入(5Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210007,WSFD-210000,WSFD-210007,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,81203193 5G超高带宽基本功能(10Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210008,WSFD-210000,WSFD-210008,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,82209701 5G超高带宽高速承载接入(10Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210009,WSFD-210000,WSFD-210009,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,81203194 5G超高带宽基本功能(20Gbps)-UAM,overview_explicit,
WSFD-210000:dep:WSFD-210010,WSFD-210000,WSFD-210010,other,5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）与5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）的实现一样，只是在资源控制方面存在差异。区别如下：- 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为功能控制项，5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）为资源控制项。 - 5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性应用场景下，系统最多支持1000个用户。5G超高带宽高速承载接入（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）特性与5G超高带宽基本功能（1Gbps/2Gbps/5Gbps/10Gbps/20Gbps）同时应用场景下，系统能支持的用户数为1000个以上。,82209702 5G超高带宽高速承载接入(20Gbps)-UAM,overview_explicit,
WSFD-211001:dep:WSFD-109101,WSFD-211001,WSFD-109101,depends_on,PCRF/PCF下发携带基于初始接入位置的PCC策略给GGSN-C/PGW-C/SMF，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-211001:dep:WSFD-211005,WSFD-211001,WSFD-211005,depends_on,无PCRF/PCF场景，GGSN-C/PGW-C/SMF需要根据用户初始接入位置进行带宽控制和业务限制，则需要启用基于业务感知的带宽控制特性。,82200CQU 基于业务感知的带宽控制,overview_explicit,
WSFD-211002:dep:WSFD-109101,WSFD-211002,WSFD-109101,depends_on,UNC 需要将位置变更信息实时上报给PCRF/PCF，PCRF/PCF根据位置变更event trigger下发不同的策略给 UNC ，因此 UNC 侧需要启用PCC基本功能以从PCRF/PCF获取策略。,82207979 PCC基本功能,overview_explicit,
WSFD-211002:dep:WSFD-106403,WSFD-211002,WSFD-106403,depends_on,本特性需获取UE的实时位置信息，因此启用本特性前，需要先开启位置上报功能。,82207550LKV2LCR01 小区位置信息上报功能（S11接口）,overview_explicit,
WSFD-211002:dep:WSFD-106405,WSFD-211002,WSFD-106405,depends_on,本特性需获取UE的实时位置信息，因此启用本特性前，需要先开启位置上报功能。,无,overview_explicit,
WSFD-211005:dep:WSFD-109101,WSFD-211005,WSFD-109101,depends_on,PCRF/PCF下发PCC策略给GGSN-C/PGW-C/SMF，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC基本功能,overview_explicit,
WSFD-211005:dep:WSFD-011136,WSFD-211005,WSFD-011136,depends_on,GGSN-C/PGW-C/SMF通过N4接口将带宽控制策略传递给UPF。,无,overview_explicit,
WSFD-211009:dep:WSFD-109101,WSFD-211009,WSFD-109101,depends_on,PCRF/PCF下发PCC策略给GGSN-C/PGW-C/SMF，所以开通本功能必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-211009:dep:WSFD-211005,WSFD-211009,WSFD-211005,depends_on,GGSN-C/PGW-C/SMF需要根据用户某类业务进行带宽控制时，则需要启用基于业务感知的带宽控制特性。,82200CQU 基于业务感知的带宽控制,overview_explicit,
WSFD-211101:dep:WSFD-109101,WSFD-211101,WSFD-109101,depends_on,PCRF通过Gx接口向GGSN-C/PGW-C下发CELL-CONGESTION-CHANGE trigger等信息，GGSN-C/PGW-C通过N4接口向PGW-U传递CELL-CONGESTION-CHANGE trigger等信息，所以开通基于小区负荷上报的无线资源优化必须同时开启PCC基本功能。,82207979 PCC 基本功能,overview_explicit,
WSFD-211101:dep:WSFD-211005,WSFD-211101,WSFD-211005,depends_on,若需要对特性业务进行限制，且该业务无法通过三四层特征识别时，则需要部署基于业务感知的带宽控制。,82200CQU 基于业务感知的带宽控制,overview_explicit,
WSFD-213002:dep:WSFD-110001,WSFD-213002,WSFD-110001,depends_on,本特性开启前需要开启特性“WSFD-110001 支持基于NSSAI选择切片”。,- 82209922 支持基于NSSAI选择切片-UAM; - 82209923 支持基于NSSAI选择切片-NSSF,overview_explicit,
WSFD-213002:dep:WSFD-110011,WSFD-213002,WSFD-110011,depends_on,本特性开启前需要开启特性“WSFD-110011 NSSF主备容灾”。,82200BYY NSSF主备容灾,overview_explicit,
WSFD-213002:dep:WSFD-110012,WSFD-213002,WSFD-110012,depends_on,本特性开启前需要开启特性“WSFD-110011 NSSF双活容灾”。,82200CAB NSSF双活容灾,overview_explicit,
WSFD-213004:dep:WSFD-107010,WSFD-213004,WSFD-107010,depends_on,当SGW-C对接的SGW-U数大于1时，SGW-U必须和S11接口地址绑定（通过 **[ADD UPBINDS11](../../../../../OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/UPF绑定S11接口/增加SGW-U与SGW-C侧S11接口的绑定关系（ADD UPBINDS11）_09653045.md)** 配置），才可实现GW-U的故障隔离功能。,82209917 UPF选择,overview_explicit,
WSFD-213004:dep:WSFD-205003,WSFD-213004,WSFD-205003,affects,本特性与WSFD-205003基于位置区域选择网关推荐一起使用，性能会更好。 SGSN/MME可以根据UE的位置信息（LAI/RAI/TAI）选择离RAC/eNodeB最近的GGSN/PGW-C。,82206561 基于位置区域选择网关,overview_explicit,
WSFD-213004:dep:WSFD-201203,WSFD-213004,WSFD-201203,affects,如果UPBINDS11里面的最后一个UPF（SGW-U）故障，则SGW-C不回复MME的echo request，因此，MME感知到整个SGW-C的GTPC链路故障。如果在此场景下，如果“WSFD-201203 S-GW/P-GW故障下的业务恢复”特性开启，则MME会扫描下线老用户。,82207528 S-GW/P-GW故障下的业务恢复,overview_explicit,
WSFD-213005:dep:WSFD-107010,WSFD-213005,WSFD-107010,depends_on,基于UPF选择功能，实现UPF故障隔离特性。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-213006:dep:WSFD-107010,WSFD-213006,WSFD-107010,depends_on,基于UPF选择功能，实现N6接口故障隔离。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-215001:dep:WSFD-215002,WSFD-215001,WSFD-215002,affects,本特性不建议与 [WSFD-215002 NB-IoT eDRX模式](../WSFD-215002 NB-IoT eDRX模式_75821588.md) 对同一行业用户同时开启，同时开启可能会增加网络侧无法寻呼到用户的风险。如果同时启用，本特性中的 “Active Timer定时器时长” 参数值必须大于eDRX模式的 “寻呼周期” （由 [**ADD M2MPLCY**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md) 配置），以增加寻呼到UE的几率。,82207382 NB-IoT eDRX模式,overview_explicit,
WSFD-215001:dep:WSFD-011602,WSFD-215001,WSFD-011602,affects,如果本特性和 [WSFD-011602 支持M2M长周期性定时器](../WSFD-011602 支持M2M长周期性定时器_75804175.md) 特性同时部署，支持PSM的终端的TAU周期将取决于终端签约的长周期定时器或本地对长周期定时器的配置 （可通过命令[**ADD M2MPLCY**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md)中的参数“LONGRAUTAUTMR”配置） 。,-,overview_explicit,
WSFD-215002:dep:WSFD-215001,WSFD-215002,WSFD-215001,affects,本特性不建议与 [WSFD-215001 终端省电PSM模式](../../WSFD-215001 终端省电PSM模式_75821587.md) 对同一行业用户同时开启，同时开启可能会增加网络侧无法寻呼到用户的风险。如果同时启用， [WSFD-215001 终端省电PSM模式](../../WSFD-215001 终端省电PSM模式_75821587.md) 中的 “Active Timer定时器时长” 参数值必须大于eDRX模式的 “寻呼周期” （由 [**ADD M2MPLCY**](../../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md) 配置），以增加寻呼到UE的几率。,82207026 终端省电PSM模式,overview_explicit,
WSFD-215002:dep:WSFD-206001,WSFD-215002,WSFD-206001,affects,本特性可能会影响 [WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md) 中的对M2M终端的寻呼策略。- 当[WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md)未开启时，系统基于TA List下发Paging消息。 - 当[WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md)开启时，若当前寻呼窗口的剩余时长大于等于2秒+SUBT3413（“SUBT3413”由命令[设置NB-S1模式MM协议参数（SET NBEMM）](../../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/NB-MM协议参数管理/设置NB-S1模式MM协议参数（SET NBEMM）_26305584.md)配置），系统依据配置进行[WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md)。否则系统基于TA List下发Paging消息。UNC 系统可通过以上机制来确保寻呼流程成功率。,82200CGR 精准寻呼,overview_explicit,
WSFD-215103:dep:WSFD-215101,WSFD-215103,WSFD-215101,affects,[WSFD-215101 基于信令面的数据传输](../../WSFD-215101 基于信令面的数据传输_75821879.md) 特性开启时，可以使用CP-CIoT传输方式传输Non-IP数据。,82207029 基于信令面的数据传输,overview_explicit,
WSFD-215103:dep:WSFD-215102,WSFD-215103,WSFD-215102,affects,[WSFD-215102 NB-IoT用户面传输通道保活](../../WSFD-215102 NB-IoT用户面传输通道保活_75821880.md) 特性开启时，可以使用UP-CIoT传输方式传输Non-IP数据。,82207713 NB-IoT用户面传输通道保活,overview_explicit,
